私が意味するのは,RepairTalk
どんな映画が、やっていますか,SearchMovies
こんにちは,OpeningTalk
映画の評価はどのような種類がありますか？,SearchMovies
私は行きます,ClosingTalk
現在,SearchMovies
アクション映画,SearchMovies
NC-17指定,SearchMovies
G指定,SearchMovies
もっと見せて,SearchMovies
もっと他の映画を見せて,SearchMovies
PG指定に変更,RepairTalk
アクション,SearchMovies
PG指定,SearchMovies
今どんな映画が上映されていますか？,SearchMovies
varada,GiveName
いいえ、すべてのアクション映画とを意味します,RepairTalk
近くで,CheckShowtimes
2001年宇宙のたびの筋,SmallTalk
ファミリー,SearchMovies
遅れて,ClosingTalk
挨拶,OpeningTalk
サウンドミキサーと何のことですか？,OtherClass
現在,SearchMovies
ジョニー・デップの主演映画,LookupActors
ドラマ,SearchMovies
PG-13指定,SearchMovies
それらは何ですか,RepairTalk
最近のPG指定のコメディを見たいです,SearchMovies
ミッションインポッシブルのスターは誰ですか,LookupActors
nvm,RepairTalk
あなたは私に現在上映中のPG13指定のコメディ映画を一覧表示することができますか？,SearchMovies
こんにちは,OpeningTalk
やり直してください,RepairTalk
ドラマ,SearchMovies
やあ、あなたは新しいウディ・アレンについて何を聞きましたか？,LookupDirectors
どういう意味,RepairTalk
またね,ClosingTalk
いい映画を探して,SearchMovies
近日公開,SearchMovies
ここの上映時間はわかる？,CheckShowtimes
昨日の夜試合見た？,SmallTalk
最近の映画を見たいです,SearchMovies
アクション,SearchMovies
映画館で何がやってる？,SearchMovies
最近のコメディを見たいです,SearchMovies
Furious 7はどこで観られる？,CheckShowtimes
これからのホラー,SearchMovies
is it freezing where you are,SmallTalk
私は現在のアクション映画のことを知りたい。,SearchMovies
ジョージ,GiveName
今日の仕事の後に観る事の出来る映画,SearchMovies
どこでアベンジャーズを観られますか？,CheckShowtimes
これから公開される映画を教えて,SearchMovies
あなた映画を知っている,PreSequence
NC-17指定,SearchMovies
すでにあなたに言いました,RepairTalk
現在,SearchMovies
ドラマ,SearchMovies
PG指定を見せて,SearchMovies
こんにちは,OpeningTalk
ワトソン何してる？,SearchMovies
sdf,OtherClass
何をやってるの？,SearchMovies
今後,SearchMovies
コメディ,SearchMovies
もちろん高い,OtherClass
リーサ,GiveName
アロハ,OpeningTalk
what were those again,RepairTalk
今後の,SearchMovies
現在の,SearchMovies
こんにちは,OpeningTalk
現在どのような映画を上映していますか？,SearchMovies
何をしたいですか,SmallTalk
romcom,SearchMovies
ヨー,OpeningTalk
R指定,SearchMovies
ダンと呼んで,GiveName
私は監督を探してます,LookupDirectors
Pitch Perfect 2,OtherClass
R指定,SearchMovies
こんにちは,OpeningTalk
シャン,GiveName
ジュラシックパーク,OtherClass
ロマンス,SearchMovies
アクション,SearchMovies
何がやってる？,SearchMovies
こんにちは,OpeningTalk
上映時間,CheckShowtimes
あなたはどこで働いてますか,SmallTalk
今後のホラー映画を見せて,SearchMovies
現在どのような映画を上映していますか？,SearchMovies
英語を知ってる？,SmallTalk
何がやってる？,SearchMovies
R指定,SearchMovies
私の名前はラルフ,GiveName
tips,RepairTalk
これからの映画,SearchMovies
後で,ClosingTalk
メイズランナーの監督は誰？,LookupDirectors
R指定,SearchMovies
nvm,RepairTalk
コメディ,SearchMovies
デザレイ,GiveName
I'd like to see a recent drama,SearchMovies
Show me whats playing,SearchMovies
I'd like to see a recent comedy,SearchMovies
what does that mean,RepairTalk
Yes please!  Are there any comedies out right now?,SearchMovies
ボンジュール,OpeningTalk
hi,OpeningTalk
what's playing,SearchMovies
ted2,OtherClass
Romantic comedy,SearchMovies
Show me whats playing,SearchMovies
DO YOU KNOW ABOUT WEATHER,PreSequence
current,SearchMovies
can you tell me about cars,PreSequence
later,ClosingTalk
movie times,CheckShowtimes
which superstar is in ant-man?,LookupActors
yello,OpeningTalk
what can you tell me,PreSequence
Comedy,SearchMovies
show me comedy movies,SearchMovies
show me whats playing,SearchMovies
pg,SearchMovies
movie rating of 5 stars,OtherClass
Where can I watch Mad Max?,CheckShowtimes
R,SearchMovies
feel good movies,SearchMovies
what movies are playing now?,SearchMovies
r,SearchMovies
comedy,SearchMovies
Another time,SearchMovies
I don't get it,RepairTalk
movies directed by Stanley Kubrick,LookupDirectors
What current movies are playing?,SearchMovies
that's not what I meant,RepairTalk
good bye,ClosingTalk
that's not what I mean,RepairTalk
PG-11,SearchMovies
what does that mean,RepairTalk
drama,SearchMovies
whatever show me something cool,OtherClass
Current movies,SearchMovies
Where can I see Jurassic World?,CheckShowtimes
show me current action movies,SearchMovies
are there any blockbusters out,SearchMovies
I want to search for actresses,LookupActors
heya,OpeningTalk
drama,SearchMovies
what is the rting for pixels?,OtherClass
I'd like to see a recent movie,SearchMovies
what's playing in the 92708 area,CheckShowtimes
musicals,SearchMovies
kakaman,GiveName
romance,SearchMovies
which ones have good ratings?,OtherClass
Are there any sci-fi movies out?,SearchMovies
What current movies are playing?,SearchMovies
say that again,RepairTalk
got to go,ClosingTalk
NC-17,SearchMovies
I wanna look up movie times,CheckShowtimes
I'd like to see a recent movie,SearchMovies
Salvador,GiveName
signing off,ClosingTalk
start over,RepairTalk
hi,OpeningTalk
buenos dias,OpeningTalk
What current movies are playing?,SearchMovies
I'm interested in directors,LookupDirectors
what were those again?,SearchMovies
Arnold,GiveName
what is your favorite movie,SmallTalk
western upcoming NR,SearchMovies
hmmm... ok maybe action,SearchMovies
Comedy,SearchMovies
thanks watson,ClosingTalk
where do you come from,SmallTalk
Mad Max,OtherClass
NC-17,SearchMovies
upcoming horror movies,SearchMovies
look for movies,SearchMovies
I'd like to see a recent movie,SearchMovies
current pg horror movies,SearchMovies
What current movies are playing?,SearchMovies
do you know about weather,PreSequence
Siri is smarter than you,SmallTalk
come again,RepairTalk
Hello,OpeningTalk
pitch perfect 2,OtherClass
excellent,OtherClass
do you know about weather,PreSequence
hello,OpeningTalk
the wave,OtherClass
yes 3 star,OtherClass
show me romantic comedies,SearchMovies
I'd like to see a recent comedy,SearchMovies
action,SearchMovies
hey,OpeningTalk
adieu,ClosingTalk
what were those again,RepairTalk
SIRI IS SMARTER THAN YOU,SmallTalk
au revoir,ClosingTalk
g-rated horror,SearchMovies
current,SearchMovies
my name is Rafah,GiveName
how is the Movie Train Wreck?,OtherClass
What is the Matrix about?,SmallTalk
upoming horror,SearchMovies
get English,SmallTalk
current,SearchMovies
BYE,ClosingTalk
What current movies are playing?,SearchMovies
Lucinda,GiveName
aloha,OpeningTalk
no all upcoming,RepairTalk
I'd like to see a recent movie,SearchMovies
What current movies are playing?,SearchMovies
what are the new releases?,SearchMovies
Jswjehs,OtherClass
dfsafsd,OtherClass
What's playing?,SearchMovies
Agus,GiveName
i'm interested in famous actresses,LookupActors
cya,ClosingTalk
gtg,ClosingTalk
Id like to see a movie tonight,SearchMovies
go back,OtherClass
What current any rating movies,SearchMovies
What current movies are playing?,SearchMovies
How about R-rated dramas?,SearchMovies
look up directors,LookupDirectors
HI,OpeningTalk
see ya later,ClosingTalk
tonight,SearchMovies
show movies with best ratings,OtherClass
show me upcoming movies,SearchMovies
can you get me a cup of coffee,OtherClass
I want to check movie times,CheckShowtimes
What current movies are playing?,SearchMovies
What current movies are playing?,SearchMovies
What's playing?,SearchMovies
i am in the mood for a movie tonight,SearchMovies
go back,OtherClass
who is the director of Pixels?,LookupDirectors
Hola,OpeningTalk
have to run,ClosingTalk
What is the rating of Vacation?,OtherClass
What's new,SearchMovies
Chantel,GiveName
what's in theaters?,SearchMovies
what is an example of,RepairTalk
show more,OtherClass
what is your favorite movie,SmallTalk
hi,OpeningTalk
would like to know about current movies,SearchMovies
what do you know about movies,PreSequence
look up showtimes,CheckShowtimes
how to add to favorites,OtherClass
family,SearchMovies
I'd like to see a movie,SearchMovies
comedy,SearchMovies
show me whats playing,SearchMovies
Show me upcoming sci-fi movies,SearchMovies
what is an example of,RepairTalk
r,SearchMovies
who stars in mission impossible,LookupActors
bad,OpeningTalk
I'd like to see a recent comedy,SearchMovies
whats playing,SearchMovies
I wanna find movie times,CheckShowtimes
Show me movies,SearchMovies
current,SearchMovies
What current movies are playing?,SearchMovies
data,OtherClass
hi,OpeningTalk
I'd like to see a recent movie,SearchMovies
r,SearchMovies
action pg 13,SearchMovies
Current,SearchMovies
musical,SearchMovies
PG,SearchMovies
show me upcoming movies,SearchMovies
pg 13,SearchMovies
What are the current movies out right now?,SearchMovies
NC-17,SearchMovies
What is Southpas rated?,OtherClass
looking for a movie,SearchMovies
tell me more,RepairTalk
goodbye,ClosingTalk
I'd like to see a movie,SearchMovies
have to go,ClosingTalk
What current movies are playing?,SearchMovies
Kasie,GiveName
whats playing????,SearchMovies
action,SearchMovies
I want to search for directors,LookupDirectors
I need a new brass,OtherClass
what are examples of,RepairTalk
what's playing,SearchMovies
What current movies are playing?,SearchMovies
romantic current movies,SearchMovies
current,SearchMovies
look up movie times,CheckShowtimes
dil dhadakne do,OtherClass
show me action,SearchMovies
What are the current movies out in movie theathers?,SearchMovies
now playing,SearchMovies
Comedy,SearchMovies
SAY THAT AGAIN,RepairTalk
what does that mean,RepairTalk
movies nearby,CheckShowtimes
show me current movies,SearchMovies
action,SearchMovies
what are your hobbies,SmallTalk
Hola,OpeningTalk
what do you know,PreSequence
PG-13,SearchMovies
show me current action movies,SearchMovies
what are those,RepairTalk
hi,OpeningTalk
How about PG-rated dramas,SearchMovies
What current movies are playing?,SearchMovies
any musicals,SearchMovies
Karlyn,GiveName
new,SearchMovies
Alfonzo,GiveName
show me G rated horror movies,SearchMovies
do you know,PreSequence
good night,ClosingTalk
what were those again?,RepairTalk
action,SearchMovies
train wreck,OtherClass
I meant,RepairTalk
Where do you get your ratings from?,OtherClass
show me the wave trailer,OtherClass
I want to see movies,SearchMovies
Action,SearchMovies
what is showing at the alamo drafthouse?,OtherClass
hey there,OpeningTalk
hi,OpeningTalk
Upcoming movies,SearchMovies
comedy,SearchMovies
horror upcoming,SearchMovies
What are current R rated action movies,SearchMovies
more action movies,SearchMovies
Then what do you mean movie rating?,RepairTalk
what's playing?,SearchMovies
What is Phantom movie about?,OtherClass
PG-11,SearchMovies
time to go,ClosingTalk
what were those again?,RepairTalk
comedy,SearchMovies
documentary,SearchMovies
i didn't like the minions,OtherClass
what do you mean,RepairTalk
coming soon,SearchMovies
playing now,SearchMovies
whats playing,SearchMovies
Do you speak English,SmallTalk
Hi,OpeningTalk
movie,SearchMovies
hi,OpeningTalk
what's the weather like,SmallTalk
PG-13,SearchMovies
Action,SearchMovies
nvm,RepairTalk
action,SearchMovies
What's playing?,SearchMovies
do you know anything about movies,PreSequence
What current movies are playing?,SearchMovies
good day,OpeningTalk
Show me recent PG13-rated Melo movies.,SearchMovies
SIRI IS SMARTER THAN YOU,SmallTalk
What's playing?,SearchMovies
who are the actors in Pixels,LookupActors
Merideth,GiveName
what happens in the Matrix,SmallTalk
good,OpeningTalk
bye now,ClosingTalk
Which of them are rated highly?,OtherClass
what's playing?,SearchMovies
I'd like to see a recent pg comedy,SearchMovies
what is the best rated new comedy,OtherClass
whats playing,SearchMovies
what kind of genres do you prefer,SmallTalk
show me whats playing,SearchMovies
Wassim,GiveName
I'm also known as Heather,GiveName
who directs Everest,LookupDirectors
tonight,SearchMovies
I'd like to see a movie with a big superstar tonight,LookupActors
I'd like to see a recent movie,SearchMovies
AB,GiveName
What current movies are playing?,SearchMovies
I'd like to see a recent comedy,SearchMovies
CAN YOU TELL ME ABOUT CARS,PreSequence
is Siri smarter than you?,SmallTalk
yes i would like to see a movie,SearchMovies
What is the genre of matrix movie?,OtherClass
nvm,RepairTalk
whats playing,SearchMovies
Where is the closest showing of Mad Max?,CheckShowtimes
show me more,SearchMovies
comedy,SearchMovies
I'd like to see a recent comedy,SearchMovies
Do you speak English,SmallTalk
Hi,OpeningTalk
upcoming PG-13 rated,SearchMovies
What can you do?,PreSequence
derp,OtherClass
I'd like to see a recent movie,SearchMovies
bad data,OtherClass
show me whats playing,SearchMovies
What's new,SearchMovies
bye,ClosingTalk
which superstar is in ant-man?,LookupActors
hola,OpeningTalk
Love Finds You in Charm ratings,OtherClass
tell me about current comedies,SearchMovies
upcoming,SearchMovies
current,SearchMovies
what kind of movies are the best,OtherClass
hi,OpeningTalk
upcoming pg movies,SearchMovies
what's in theaters,SearchMovies
do you have a favorite actor,SmallTalk
nc-17 family,SearchMovies
What does NC-17 stand for,RepairTalk
search for movies,SearchMovies
action,SearchMovies
comedy,SearchMovies
search movies by director,LookupDirectors
I'd like to see a recent movie,SearchMovies
I want to see an action movie,SearchMovies
my name is Ashima,GiveName
What current movies are playing?,SearchMovies
what are the favorites,OtherClass
who stars in fallen,LookupActors
Action or thriller preferably,SearchMovies
good,OpeningTalk
what do you mean,RepairTalk
PG,SearchMovies
I'd like to see a recent drama,SearchMovies
I'm confused,RepairTalk
yello,OpeningTalk
namaste,OpeningTalk
comedy,SearchMovies
action,SearchMovies
no I mean,RepairTalk
DO YOU KNOW ABOUT WEATHER,PreSequence
Show me what's playing,SearchMovies
r,SearchMovies
why?,OtherClass
who directed mission impossible,LookupDirectors
romantic,SearchMovies
comedy,SearchMovies
what do you know,PreSequence
whats playing,SearchMovies
I am not feeling good,OpeningTalk
action,SearchMovies
what is that,RepairTalk
Amit,GiveName
what movies has Tim Burton directed,LookupDirectors
need to go,ClosingTalk
look up movies,SearchMovies
Tisha,GiveName
upcoming movies,SearchMovies
what genres do you like,SmallTalk
action,SearchMovies
whats playing?,SearchMovies
Jenniffer,GiveName
Current movies drama,SearchMovies
whats playing,SearchMovies
I'd like to see a recent pg comedy,SearchMovies
I want a comedy/action movie,SearchMovies
where are the showtimes,CheckShowtimes
comedy,SearchMovies
hiya,OpeningTalk
show me R rated horror movies,SearchMovies
find something to watch,SearchMovies
Annett,GiveName
that makes no sense,RepairTalk
What current movies are playing?,SearchMovies
search for directors please,LookupDirectors
current,SearchMovies
my name is Jenny,GiveName
show me chick flicks,SearchMovies
CAN YOU TELL ME ABOUT CARS,PreSequence
comedy upcoming PG,SearchMovies
over and out,ClosingTalk
then bye,ClosingTalk
Hi,OpeningTalk
DO YOU KNOW ABOUT WEATHER,PreSequence
I'd like to see a recent comedy,SearchMovies
hi,OpeningTalk
see you,ClosingTalk
no i mean g-rated horror,RepairTalk
R,SearchMovies
find the film please,SearchMovies
hello,OpeningTalk
What movies are playing,SearchMovies
action,SearchMovies
I'd like to see a recent comedy,SearchMovies
What's playing?,SearchMovies
NC-17,SearchMovies
current kids,SearchMovies
san andreas,OtherClass
what do you do for a living,SmallTalk
what are trailers,RepairTalk
who directed The Martian,LookupDirectors
Comedy,SearchMovies
I want to see R-rated horror movies,SearchMovies
movies with Jennifer Lawrence,LookupActors
upcoming horror movies,SearchMovies
when does it show,CheckShowtimes
Leo,GiveName
whats playing,SearchMovies
action,SearchMovies
What current movies are playing?,SearchMovies
I'd like to see a recent action movie,SearchMovies
upcoming,SearchMovies
I want to look up actors,LookupActors
bad data,OtherClass
upcoming,SearchMovies
movies in 92708 area,CheckShowtimes
What current movies are playing?,SearchMovies
hi,OpeningTalk
whats playing?,SearchMovies
show me current,SearchMovies
what times does Jaws play,CheckShowtimes
Irene,GiveName
what's playing,SearchMovies
Upcoming,SearchMovies
is it boiling where you are,SmallTalk
show me current,SearchMovies
find movie showtimes,CheckShowtimes
find movies directed by Martin Scorsese,LookupDirectors
what's playing?,SearchMovies
bad,OpeningTalk
I'd like to see a recent comedy,SearchMovies
movies by Baz Luhrmann,LookupDirectors
good,OpeningTalk
Current movies,SearchMovies
comedy,SearchMovies
show me movies,SearchMovies
who are the actors in Pixels,LookupActors
I'd like to see a recent comedy,SearchMovies
What current movies are playing?,SearchMovies
what would be your choice?,OtherClass
I would like to see recent comedy,SearchMovies
R,SearchMovies
i wish to see comedy,SearchMovies
current,SearchMovies
what is critic rating for pixels,OtherClass
whats playing,SearchMovies
should go,ClosingTalk
hi,OpeningTalk
action,SearchMovies
whats playing,SearchMovies
what's the plot of the Matrix,SmallTalk
action,SearchMovies
show me movies,SearchMovies
Drama,SearchMovies
drama,SearchMovies
Jeracio,GiveName
thank you for your help,ClosingTalk
bye,ClosingTalk
What current movies are playing?,SearchMovies
so long,ClosingTalk
What current movies are playing?,SearchMovies
drama,SearchMovies
cedy,SearchMovies
Siri is smarter than you,SmallTalk
Movies that are in theaters,SearchMovies
who's your favorite actress,SmallTalk
hi,OpeningTalk
I want a new mouse,OtherClass
is there any good movie?,OtherClass
Marylou,GiveName
I would like to know about upcoming romantic movies,SearchMovies
anil,GiveName
ok bye,ClosingTalk
good,OpeningTalk
what kind of movies do you like,SmallTalk
Show me movies,SearchMovies
that doesn't make sense,RepairTalk
look up movie times,CheckShowtimes
What is the Terminator about?,SmallTalk
movies by Steven Spielberg,LookupDirectors
you can call me Sir,GiveName
what's playing?,SearchMovies
g,SearchMovies
What current movies are playing?,SearchMovies
Where can I see a movie near me?,CheckShowtimes
gtg,ClosingTalk
In my area,CheckShowtimes
adventure upcoming R,SearchMovies
what's upcoming,SearchMovies
some weather huh,SmallTalk
What current movies are playing?,SearchMovies
where are the showtimes,CheckShowtimes
what's at the cinema,SearchMovies
show more,OtherClass
good morning,OpeningTalk
coming soon,SearchMovies
I'd like to see a recent comedy,SearchMovies
WHAT CAN YOU TELL ME ABOUT,PreSequence
show me recent r rate action movies,SearchMovies
I'm confused,RepairTalk
I'd like to see a current comedy,SearchMovies
would like to know about upcoming romantic movies without any rating,SearchMovies
action,SearchMovies
search movies by actor,LookupActors
look for David Lynch movies,LookupDirectors
see ya,ClosingTalk
family,SearchMovies
current,SearchMovies
war movies Current  NR,SearchMovies
What is Samba about?,OtherClass
what does genre mean,RepairTalk
r,SearchMovies
i hate movies,OtherClass
I'd like to see a recent movie,SearchMovies
show me whats playing,SearchMovies
pg-13,SearchMovies
show me more,OtherClass
I am Prem,GiveName
tonight,SearchMovies
current,SearchMovies
What's in theaters?,SearchMovies
bad data,OtherClass
pg,SearchMovies
find a blockbuster,SearchMovies
what is the rating for pixels?,OtherClass
why is No Way Jose not a great movie?,OtherClass
I'd like to see a recent drama,SearchMovies
SIRI IS SMARTER THAN YOU,SmallTalk
current,SearchMovies
who stars in mission Impossible?,LookupActors
romance,SearchMovies
again!,RepairTalk
show  me upcoming comedies,SearchMovies
hi there,OpeningTalk
R,SearchMovies
Current Movies,SearchMovies
romance,SearchMovies
yes please. something the whole family can watch,SearchMovies
find romantic comedies,SearchMovies
Neil,GiveName
great,OpeningTalk
What kind of genres are there?,SearchMovies
What current movies are playing?,SearchMovies
PG,SearchMovies
current,SearchMovies
Show me action movies,SearchMovies
What movies are playing,SearchMovies
signing out,ClosingTalk
WHAT IS THE TERMINATOR ABOUT,SmallTalk
comedy,SearchMovies
Show me upcoming comedies,SearchMovies
now playing,SearchMovies
what are the current movies?,SearchMovies
comedy,SearchMovies
no horror,RepairTalk
What is Southpaw rated?,OtherClass
tell me about vacation,SearchMovies
UNDERSTAND ENGLISH,SmallTalk
How do you know that?,RepairTalk
comedy,SearchMovies
should be going,ClosingTalk
Action,SearchMovies
action,SearchMovies
current,SearchMovies
can you show me recent R-rated action movies,SearchMovies
hi,OpeningTalk
What current movies are playing?,SearchMovies
don't you understand English,SmallTalk
New movie with George Clooney?,LookupActors
current,SearchMovies
Hi,OpeningTalk
what is staten island summer about?,OtherClass
What current movies are playing?,SearchMovies
hi there,OpeningTalk
where are you from,SmallTalk
what's playing,SearchMovies
upcoming,SearchMovies
Are there any recent dramas?,SearchMovies
I'd like to see a recent r rated drama,SearchMovies
What's playing?,SearchMovies
I think Siri understand better,SmallTalk
who's your favorite director,SmallTalk
What's playing?,SearchMovies
bye,ClosingTalk
What current movies are playing?,SearchMovies
Do you have any Comedy to recommend?,SearchMovies
What is the best movie out there?,SearchMovies
What current movies are playing?,SearchMovies
R,SearchMovies
see you soon,ClosingTalk
what is an example of trailers,RepairTalk
show me more,OtherClass
I'd like to see a recent drama,SearchMovies
what are the favorites,OtherClass
What current movies are playing?,SearchMovies
i want to find showtimes near me,CheckShowtimes
Vannessa,GiveName
What current movies are playing?,SearchMovies
How about G-rated dramas,SearchMovies
Upcoming comedy PG,SearchMovies
I'd like to see Mad Max.,OtherClass
start over,RepairTalk
what is the best rated new comedy?,OtherClass
I mean,RepairTalk
What current movies are playing?,SearchMovies
I'd like to see a recent comedy,SearchMovies
did you see the xmachina,SmallTalk
What movies are out now?,SearchMovies
I would like to watch current romance movies,SearchMovies
current,SearchMovies
r,SearchMovies
Drama,SearchMovies
family,SearchMovies
good,OpeningTalk
SIRI IS SMARTER THAN YOU,SmallTalk
Is Matt Damon starring in any current movies?,LookupActors
whats playing?,SearchMovies
upcoming PG-13 rated romantic movies,SearchMovies
what does that mean,RepairTalk
CAN YOU TELL ME ABOUT CARS,PreSequence
What current movies are playing?,SearchMovies
Ryan,GiveName
Yes that would be perfect! but a good one please,OtherClass
family,SearchMovies
Hi,OpeningTalk
What current movies are playing?,SearchMovies
what is the Matrix about,SmallTalk
what's your favorite team,SmallTalk
whats playing,SearchMovies
do you have a favorite movie?,SmallTalk
what's out right now,SearchMovies
showtimes,CheckShowtimes
search for cast members,LookupActors
what are the upcoming dramas,SearchMovies
bye,ClosingTalk
tonighy,SearchMovies
do you know about weather,PreSequence
what theatres near me are showing mission impossible rouge nation,CheckShowtimes
musical,SearchMovies
I'd like to see a recent comedy,SearchMovies
PG,SearchMovies
Lajuana,GiveName
western upcoming NR,SearchMovies
GOT TO GO,ClosingTalk
comedy,SearchMovies
childrens,SearchMovies
laters,ClosingTalk
SAY THAT AGAIN,RepairTalk
comedy,SearchMovies
current please but something with action,SearchMovies
Jeanne,GiveName
what do you recommend,OtherClass
I want to see showtime,SearchMovies
no I want,RepairTalk
PG 13 rated romance movies,SearchMovies
current romantic movies,SearchMovies
look up movie showtimes,CheckShowtimes
family,SearchMovies
What current movies are playing?,SearchMovies
New movie with George Clooney?,LookupActors
Tonight,SearchMovies
what is that,RepairTalk
I'd like to see a recent comedy,SearchMovies
I'm looking for movie directors,LookupDirectors
good evening,OpeningTalk
What current movies are playing?,SearchMovies
I don't understand,RepairTalk
good,OpeningTalk
look up movies by Clint Eastwood,LookupDirectors
sdfa,OtherClass
Morgan Freeman movies,LookupActors
yes comedy,SearchMovies
who plays in Pixels?,LookupActors
tonighjt,SearchMovies
who's your favorite actor,SmallTalk
g'day,OpeningTalk
action.,SearchMovies
action,SearchMovies
What current movies are playing?,SearchMovies
What adventure movies can I watch?,SearchMovies
what were those again?,RepairTalk
Show me whats playing!!,SearchMovies
What current movies are playing?,SearchMovies
R,SearchMovies
SIRI IS BETTER THAN YOU,SmallTalk
laters,ClosingTalk
current,SearchMovies
which actor is in mission impossible?,LookupActors
a good movie with Meryl Streep,LookupActors
action,SearchMovies
drama,SearchMovies
no I meant,RepairTalk
what's playing?,SearchMovies
Laurie,GiveName
drama,SearchMovies
Edris,GiveName
i want to find showtimes,CheckShowtimes
where are the showtimes,CheckShowtimes
Hi,OpeningTalk
I don't understand,RepairTalk
I'd like to see a recent comedy,SearchMovies
I'd like to see a movie,SearchMovies
What time does it play,CheckShowtimes
What current movies are playing?,SearchMovies
upcoming horror movies,SearchMovies
I would like to watch current romance movies PG-13,SearchMovies
not really maybe,OtherClass
whats playing,SearchMovies
are those all of them?,RepairTalk
hi,OpeningTalk
what about drama,SearchMovies
What current movies are playing?,SearchMovies
what's playing?,SearchMovies
see ya soon,ClosingTalk
what are those,RepairTalk
search movies,SearchMovies
Tell me more about Gone Girl?,OtherClass
rom com,SearchMovies
What current movies are playing?,SearchMovies
how it is as compare to previous,OtherClass
What theaters are currently playing Mad Max,SearchMovies
what are examples of,RepairTalk
current movies,SearchMovies
R,SearchMovies
no I meant,RepairTalk
what do you know about,PreSequence
What current movies are playing?,SearchMovies
action,SearchMovies
What current movies are playing?,SearchMovies
Jonathon,GiveName
whats playing,SearchMovies
What's playing?,SearchMovies
action,SearchMovies
What type of movies can I watch,SearchMovies
What is the best current adventure movie,OtherClass
what movies has woody allen made,LookupDirectors
anil,GiveName
good I'd like to see a current comedy,SearchMovies
Pg-13,SearchMovies
Rochel,GiveName
Watson,GiveName
current,SearchMovies
romance,SearchMovies
what's out now?,SearchMovies
action,SearchMovies
no I mean,RepairTalk
Show me recent PG13-rated comedies,SearchMovies
Action,SearchMovies
Please show me the recent drama movies,SearchMovies
action,SearchMovies
good,OpeningTalk
female comedy,SearchMovies
I wanna see a scary movie,SearchMovies
mj,GiveName
start over,RepairTalk
What's out now?,SearchMovies
adios,ClosingTalk
howdy,OpeningTalk
current,SearchMovies
nvm,RepairTalk
new,SearchMovies
see you later,ClosingTalk
whats playing,SearchMovies
are you married,SmallTalk
Hi what movies do we have in theaters now?,SearchMovies
Diane,GiveName
Comedy,SearchMovies
I'd like to see a recent movie,SearchMovies
PG13,SearchMovies
musical,SearchMovies
movies near me,CheckShowtimes
current,SearchMovies
I would like to watch upcoming movies,SearchMovies
R,SearchMovies
feeling bit low,OpeningTalk
can you get me a cup of coffee,OtherClass
now,SearchMovies
now playing,SearchMovies
Freddy,GiveName
tonight,SearchMovies
I want to see showtime,CheckShowtimes
comedy,SearchMovies
hi,OpeningTalk
good,OpeningTalk
What current movies are playing?,SearchMovies
